2.81058   2.39839
4.70297   2.89394
3.44543   2.32353
1.48518   1.36487
4.30489   2.35591
0.730934   4.81003
2.18836   4.82311
2.08441   2.72208
0.0351418   0.628461
2.54277   1.37927
1.4213   2.73915
1.86625   1.11821
3.7896   1.83218
3.39073   3.02583
0.0601751   1.36343
0.141957   0.877239
3.74932   4.85898
4.93876   0.705225
2.71243   2.76684
2.29417   3.14886
2.81628   3.25756
4.78584   0.669409
0.750758   2.98381
3.95994   4.64452
0.495982   0.972767
4.29978   1.4606
3.37922   4.50433
4.24574   3.12428
4.83416   2.649
1.69807   4.45532
0.520139   1.97608
2.00497   2.50455
3.97742   3.52551
3.25223   0.15975
4.91177   2.16599
3.81655   4.78287
0.644939   4.48957
1.21949   0.92646
1.00794   0.453198
1.90052   1.98548
4.88322   2.34734
1.67796   1.47
1.28948   2.33667
2.37204   1.94781
1.88941   0.368987
1.57082   0.793831
1.9153   0.456147
1.45435   3.22177
3.3215   4.45513
2.35672   4.40211
1.33374   1.12123
4.46006   0.222397
2.81835   3.04119
3.30453   4.29745
2.27683   1.68528
4.45204   0.442496
2.0266   1.10831
2.4269   3.84633
0.294482   4.35307
2.05235   3.817
2.31892   4.03883
0.632339   2.72477
0.1632   2.90325
4.94937   4.13071
4.89114   0.34619
3.41526   0.299706
2.1566   0.94757
0.81236   3.33671
0.0454877   4.51141
3.21618   4.29554
0.126066   3.7939
4.01044   3.4073
1.55148   0.676082
2.90826   4.19511
2.26282   1.26308
3.60051   3.76346
2.52226   1.63592
4.96827   1.68205
0.137664   3.71581
1.53899   0.884775
0.420635   4.60995
4.42152   2.52718
4.33955   4.8946
3.5813   0.969989
2.60755   0.0434755
0.692922   0.937521
1.91583   4.33426
0.94815   0.56519
4.1514   2.61774
1.3733   1.10908
0.285582   4.77456
1.06082   4.22657
0.95958   2.66534
1.38813   0.374322
1.23065   3.47933
2.15901   1.40548
1.85821   0.935449
2.09021   0.115339
3.49755   3.38116
2.15371   2.4096
3.18096   2.46925
0.724818   2.02006
1.18645   0.642469
2.98176   4.37936
3.87375   1.04802
4.12437   3.24429
1.86459   3.15381
1.11879   3.45544
0.604356   2.40983
1.99151   1.24523
3.62212   1.88954
2.56284   3.5859
3.29972   3.42703
3.1043   3.99866
0.533366   4.28461
1.42713   0.795846
0.786966   1.53407
3.17222   0.541222
1.32062   0.728047
1.28079   1.2216
1.45559   4.15864
4.26621   2.14491
4.43014   2.33262
4.38023   3.46719
2.98468   3.5884
0.212786   1.29383
0.400599   2.86241
3.54975   0.647499
2.51824   4.1403
0.983409   3.15474
1.77544   4.80062
4.05141   1.99874
2.84995   4.09748
1.37685   0.755639
0.0227122   1.72423
4.20574   0.879353
4.2792   0.505773
0.534273   4.52138
0.769978   1.01736
3.7963   4.43023
3.86413   4.3523
4.09466   3.93575
3.14525   2.24116
2.21955   4.04272
0.979588   3.92909
1.25153   4.51101
1.59405   1.22686
4.7948   1.15777
3.66785   0.470976
0.69036   2.8732
4.84039   2.49507
4.65   2.48818
3.8922   1.26358
2.029   1.41134
0.339919   3.01575
0.653091   1.49337
4.13143   1.88967
4.61381   4.37867
2.23046   2.2806
0.0865379   4.44303
4.04549   2.57231
2.84324   1.41616
1.34139   4.78854
0.950825   0.508507
1.4767   3.96071
2.68838   3.60828
4.36103   0.835404
0.640674   2.80191
1.64917   2.52043
0.875553   0.42264
3.30396   4.59166
2.00424   0.30101
4.07744   4.48069
1.98127   4.19796
0.136919   1.2016
0.24651   3.08669
3.03269   0.452672
3.06177   4.12675
3.23458   3.5276
3.33455   3.81812
1.21694   3.07435
0.579631   1.85232
1.90069   4.89211
1.70236   1.60795
4.75045   0.894302
0.541693   4.23668
0.939242   0.839976
2.48404   4.20555
2.61724   3.01372
1.65143   0.572786
1.80915   1.39152
2.35088   1.19366
1.89531   4.51817
1.85138   1.15662
4.26984   3.14386
3.89706   2.88197
2.26794   2.29859
2.4517   0.738513
2.182   2.85981
4.87235   4.55943
0.336139   4.48406
3.58486   0.727684
0.181269   1.58872
1.66971   2.88508
4.45589   0.208245
4.97327   0.721207
1.32986   0.885269
3.72308   3.84175
3.21547   2.34663
4.80802   3.36823
4.92152   1.02758
0.613751   0.308276
1.20179   3.4075
4.88395   4.46627
4.65445   2.42129
4.55251   4.08462
0.198094   4.35991
1.93187   3.87102
0.152863   4.17327
0.182038   4.52047
0.503197   2.2271
0.828375   2.49764
2.80561   3.95192
4.86748   2.71553
4.83583   0.829444
0.469526   1.31697
4.34341   4.63167
4.44198   1.28938
0.557773   4.49049
1.6361   3.00768
0.0397598   3.24256
2.78779   4.35948
4.77958   0.432565
0.117069   2.57721
0.186785   4.28886
2.83978   3.12829
2.22197   4.70082
1.76206   4.91198
0.566627   3.30088
2.85141   3.71376
2.1819   1.17554
2.28265   4.51607
1.5345   0.310732
2.47317   1.49105
0.0998754   3.60571
1.08504   1.32049
3.45554   2.31093
4.88222   0.510037
2.19975   1.18207
2.03492   0.876625
3.43174   2.2775
2.88646   2.64981
0.335675   1.68191
2.90617   4.00396
4.5715   3.26591
0.162068   3.87195
0.825324   1.22478
4.95184   0.582647
2.55146   2.3769
3.61324   2.67046
2.44423   0.169896
0.447694   4.38892
4.56073   2.17222
3.46293   1.54813
4.40801   0.403519
1.95093   4.20685
4.57134   0.582444
4.14296   0.6971
1.16134   3.65826
4.32083   0.159863
1.81166   3.62175
0.786541   4.39564
2.55566   2.92685
1.5353   3.7308
3.60694   1.82715
3.94734   2.90688
0.87582   4.90003
4.75718   3.84043
1.15821   1.10986
3.43834   3.23518
3.69714   2.87878
3.59576   3.90511
3.15881   0.0515494
1.3914   0.319465
4.24537   1.97788
2.28993   1.78724
3.11021   3.36925
2.01795   0.721961
3.9939   0.468709
2.58506   2.08646
2.2015   0.680007
3.87763   1.33822
1.41822   0.969829
4.91289   0.925329
2.00246   0.403849
2.49215   0.591614
3.25156   4.04885
4.00239   3.1802
4.69051   3.45509
4.76209   1.42405
3.95257   0.801504
0.870896   2.14134
4.4625   1.25773
3.72221   4.2006
4.55599   2.46816
2.36697   1.72268
3.1185   2.54702
2.83899   4.95354
4.14017   3.81355
4.30298   0.19986
4.05155   4.33483
